@relation filtered-set
@attribute #webpage {allocine.fr,amazon.com,booking.com,bouyguestelecom.fr,free.fr,imdb.com,chinadaily.com.cn,labanquepostale.fr,lcl.fr,leroymerlin.fr,pole-emploi.fr,stackoverflow.com,imbd.com}
@attribute unsharded string
@attribute url {http://www.allocine.fr,http://www.amazon.com/gp/gw/ajax/s.html,http://www.booking.com/index.it.html,http://www.bouyguestelecom.fr,http://www.free.fr/adsl,http://www.imdb.com,http://www.chinadaily.com.cn,http://www.labanquepostale.fr,http://particuliers.secure.lcl.fr/index.html,http://www.leroymerlin.fr,http://www.pole-emploi.fr/accueil,http://stackoverflow.com}
@attribute atf_imgs numeric
@attribute onload numeric
@attribute dom numeric
@attribute atf-inst numeric
@attribute atf-mult numeric
@attribute not-btf numeric
@attribute oi-plt numeric
@attribute oi-atf numeric
@attribute bi-plt numeric
@attribute bi-atf numeric
@attribute ii-plt numeric
@attribute ii-atf numeric
@attribute avg_connections numeric
@attribute bandwidth {-1,10mbit,infty}
@attribute bytes_css numeric
@attribute bytes_css_ratio numeric
@attribute bytes_html numeric
@attribute bytes_html_ratio numeric
@attribute bytes_img numeric
@attribute bytes_img_ratio numeric
@attribute bytes_in numeric
@attribute bytes_js numeric
@attribute bytes_js_ratio numeric
@attribute bytes_mean numeric
@attribute bytes_oth numeric
@attribute bytes_oth_ratio numeric
@attribute bytes_out numeric
@attribute bytes_sdev numeric
@attribute bytes_tot numeric
@attribute bytesperconn_mean numeric
@attribute bytesperconn_sdev numeric
@attribute bytesperdom_mean numeric
@attribute bytesperdom_sdev numeric
@attribute connections numeric
@attribute count_pixels numeric
@attribute counter numeric
@attribute datName string
@attribute datOK {True}
@attribute datSize numeric
@attribute dateEpoch numeric
@attribute dateHuman string
@attribute delay {False,True}
@attribute domains numeric
@attribute grade numeric
@attribute harName string
@attribute harOK {True}
@attribute harSize numeric
@attribute heterog string
@attribute homog string
@attribute latency numeric
@attribute loss {1,0,2}
@attribute lossy {True,False}
@attribute obj200 numeric
@attribute obj404 numeric
@attribute obj_css numeric
@attribute obj_css_ratio numeric
@attribute obj_html numeric
@attribute obj_html_ratio numeric
@attribute obj_img numeric
@attribute obj_img_ratio numeric
@attribute obj_js numeric
@attribute obj_js_ratio numeric
@attribute obj_oth numeric
@attribute obj_oth_ratio numeric
@attribute obj_tot numeric
@attribute objperconn_mean numeric
@attribute objperconn_sdev numeric
@attribute objperdom_mean numeric
@attribute objperdom_sdev numeric
@attribute page_img_ratio numeric
@attribute persID {040acc,04d960,1.37e+62,14b2af,18fc23,19d942,23b912,26a0fd,2839ea,2ac5d5,2c6f75,33bacc,364d64,37edea,3e877e,463666,4ee49c,51607c,58bfd0,5fcd87,5fe6d6,68b943,716e0e,719999,7368fb,785646,7c53d3,7cd9d3,7f9dd6,8f92ac,8fd10e,9f7d2c,ad9f71,b07b16,b16ad3,c2e336,c49eb1,c8f1ae,cc7877,cdbbc7,d69bdc,dec6da,e73a20,ed80e6,f0b004,f26cb9,f62160,fbf6af,fc3224,07f8f8,100163,19c9bb,1d78c4,1ffaec,2a46d1,3311000000.0,3386f7,3500b0,38cf83,39b29a,4c8a00,4ff3ff,518423,549ab8,6.5e+76,6c250c,8298ac,83bf1e,86a6ea,882003,8e6aff,9281db,98c959,a4f659,ad0dd9,b54504,bcf06f,be5e5a,c74cde,c9b7cb,d221e5,d223ea,d2c41b,d84b48,df72c8,e58463,eac9a4,f0f583,f7abdb,01cec1,04f2f4,0b62eb,0e7b09,107ad9,114fd9,12f604,135d2d,138a13,147b97,15c957,167305,1e1d5d,235fed,247ad4,29097c,296d8e,2ef8dc,302dfb,30be8b,314773,3abd57,3df5f0,3e862b,inf,49b7d0,4e6a16,52d028,534c02,550b06,5c90de,5dee94,5fefb5,62900000.0,686c95,69cc50,6b5b65,6b99b2,6cce0e,6de4ff,6e6f78,6f7309,70d0e2,718ce6,724f04,7416ec,742514,7f4fe8,7fb122,8209fd,882589,8b4764,9188b3,989f75,9e5c50,9f2fd2,a83cd3,aab86e,ae8614,aec858,afe241,b0121b,b0a217,b5d774,b6fe56,b87432,bb5de2,bb93fe,bf1771,c06a6e,c1d260,c36c25,c418a7,c56749,c88796,ca0570,cb13bd,d4baae,d73891,e2a19c,e3d495,e89f2c,ed8fc9,f14956,f1e1af,f2351d,f280f1,f55535,f79789,f8865d,f99230,faf77c,50591d,5ed20f,039df7,37bc6d,3ee46d,416980,42bf29,42c271,54fd24,59ed21,75b982,7d1793,80c85b,8b97f4,92cc59,931670,946b8b,9d1800,9d940b,a2e3c0,a928dd,aa6119,b0d900,b89f20,be715d,c0f19a,da72e6,f78063,69acbb}
@attribute proto {H2,HTTP/1.1}
@attribute rttperbyte_mean numeric
@attribute rttperbyte_sdev numeric
@attribute rttperdom_mean numeric
@attribute rttperdom_sdev numeric
@attribute rttperobj_mean numeric
@attribute rttperobj_sdev numeric
@attribute ttfb numeric
@attribute ttlb numeric
@attribute uReviews numeric
@data
booking.com,False,http://www.booking.com/index.it.html,0.0,1821,1484,1525.9550000002564,1525.9550000002564,1525.9550000002564,1494.15107576,1485.77090625,1484.59292482,1484.28852685,1484.30786224,1484.30786224,2.8,-1,178635,0.173,97550,0.095,374671,0.363,1004806,360709,0.349,15640.394,20701,0.02,27460,25334.365,1032266,73733.286,62636.787,206453.2,202206.086,14,0.0,0,2a46d1_booking.com_0.dat,True,16891,1458894519,Fri_Mar_25_08:28:39_UTC_2016,False,5,4,2a46d1_booking.com_0.har,True,272343,False,True,0,2,True,66,0,6,0.091,1,0.015,47,0.712,11,0.167,1,0.015,66,4.714,4.463,13.2,13.378,0.0,2a46d1,HTTP/1.1,0.0,-1.0,0.0,0.0,0.0,0.0,41,1777,97
booking.com,False,http://www.booking.com/index.it.html,0.0,2208,1646,1687.1000000003623,1857.6929999997483,1857.6929999997483,1665.05172727,1647.91407937,1649.03652639,1646.28400264,1646.26896913,1646.26896913,1.0,-1,176838,0.174,99219,0.098,361925,0.356,986612,357086,0.352,15157.06,20455,0.02,28911,25179.464,1015523,203104.6,198173.49,203104.6,198173.49,5,0.0,1,2a46d1_booking.com_1.dat,True,17338,1458894550,Fri_Mar_25_08:29:10_UTC_2016,False,5,3,2a46d1_booking.com_1.har,True,265935,False,True,0,2,True,66,1,6,0.09,2,0.03,47,0.701,11,0.164,1,0.015,67,13.4,13.245,13.4,13.245,0.0,2a46d1,H2,0.0,-1.0,0.0,0.0,0.0,0.0,43,2191,97
bouyguestelecom.fr,False,http://www.bouyguestelecom.fr,2.0,1541,1222,552.0820000006967,1229.8009999995597,1229.8009999995597,1225.86583333,1222.0,1222.11435773,1222.0,1222.0,1222.0,1.0,-1,25739,0.041,15480,0.025,287405,0.458,614041,298829,0.476,19607.906,0,0.0,13412,36200.866,627453,69717.0,163572.231,69717.0,163572.231,9,46741.0,0,2a46d1_bouyguestelecom.fr_0.dat,True,16893,1458894675,Fri_Mar_25_08:31:15_UTC_2016,True,9,3,2a46d1_bouyguestelecom.fr_0.har,True,141675,False,True,50,1,True,30,2,3,0.094,3,0.094,18,0.562,8,0.25,0,0.0,32,3.556,5.6,3.556,5.6,0.051,2a46d1,H2,50.0,-1.0,50.0,0.0,50.0,0.0,278,1591,97
bouyguestelecom.fr,False,http://www.bouyguestelecom.fr,2.0,1761,1323,671.9469999998364,1323.5779999996753,1323.5779999996753,1324.5448,1323.0,1323.04574802,1323.0,1323.0,1323.0,1.66666666667,-1,26678,0.042,16130,0.025,291974,0.459,622711,301342,0.474,19878.875,0,0.0,13413,36219.202,636124,42408.267,76034.959,70680.444,165219.425,15,46741.0,1,2a46d1_bouyguestelecom.fr_1.dat,True,16930,1458894721,Fri_Mar_25_08:32:01_UTC_2016,True,9,3,2a46d1_bouyguestelecom.fr_1.har,True,147805,False,True,50,1,True,30,2,3,0.094,3,0.094,18,0.562,8,0.25,0,0.0,32,2.133,1.784,3.556,5.6,0.051,2a46d1,HTTP/1.1,50.0,-1.0,50.0,0.0,50.0,0.0,292,1816,97
free.fr,False,http://www.free.fr/adsl,2.0,2510,1635,1386.5679999999015,2181.555000000153,2181.555000000153,1728.10803448,1635.0,2007.2538638,1635.0,1819.2708297,1635.0,2.66666666667,-1,18513,0.031,10275,0.017,417298,0.691,594102,76092,0.126,20832.172,81955,0.136,10031,37909.09,604133,75516.625,59563.498,201377.667,270324.376,8,8776.0,0,2a46d1_free.fr_0.dat,True,16863,1458894760,Fri_Mar_25_08:32:40_UTC_2016,True,3,3,2a46d1_free.fr_0.har,True,120379,False,True,100,0,False,29,0,7,0.241,1,0.034,10,0.345,7,0.241,4,0.138,29,3.625,1.576,9.667,11.557,0.01,2a46d1,HTTP/1.1,100.0,-1.0,100.0,0.0,100.0,0.0,534,2510,97
free.fr,False,http://www.free.fr/adsl,2.0,2107,1537,863.1679999999216,2072.0130000003514,2072.0130000003514,1607.2993,1537.0,1614.31299191,1537.0,1680.874528,1537.0,1.0,-1,16246,0.021,10040,0.013,604864,0.769,775830,73853,0.094,26206.533,81193,0.103,10366,48140.842,786196,262065.333,356465.141,262065.333,356465.141,3,8776.0,1,2a46d1_free.fr_1.dat,True,17342,1458894800,Fri_Mar_25_08:33:20_UTC_2016,True,3,4,2a46d1_free.fr_1.har,True,118887,False,True,100,0,False,30,0,7,0.233,1,0.033,11,0.367,7,0.233,4,0.133,30,10.0,12.028,10.0,12.028,0.01,2a46d1,H2,100.0,-1.0,100.0,0.0,100.0,0.0,526,2106,97
lcl.fr,False,http://particuliers.secure.lcl.fr/index.html,10.0,1993,1119,1950.758000000209,1950.758000000209,1950.758000000209,1419.54706931,1419.54706931,1387.52136494,1387.52136494,1365.30053546,1365.30053546,2.25,-1,24766,0.022,19850,0.017,905003,0.792,1103777,189784,0.166,11200.275,3025,0.003,38651,23044.307,1142428,126936.444,105318.26,285607.0,491492.49,9,315638.0,0,2a46d1_lcl.fr_0.dat,True,16896,1458895389,Fri_Mar_25_08:43:09_UTC_2016,True,4,3,2a46d1_lcl.fr_0.har,True,408273,False,True,50,1,True,101,1,9,0.088,3,0.029,66,0.647,23,0.225,1,0.01,102,11.333,8.192,25.5,42.435,0.343,2a46d1,HTTP/1.1,50.0,-1.0,50.0,0.0,50.0,0.0,296,1951,97
lcl.fr,False,http://particuliers.secure.lcl.fr/index.html,9.0,1716,809,960.9700000005066,1670.4239999996894,1670.4239999996894,1104.80956977,825.844195652,977.52038201,825.263722897,933.510230293,829.700293161,1.0,-1,21849,0.021,17273,0.016,824935,0.786,1016043,182095,0.174,12057.345,2837,0.003,32946,24776.135,1048989,262247.25,451352.116,262247.25,451352.116,4,315638.0,1,2a46d1_lcl.fr_1.dat,True,16889,1458895425,Fri_Mar_25_08:43:45_UTC_2016,True,4,4,2a46d1_lcl.fr_1.har,True,335167,False,True,50,1,True,86,1,9,0.103,2,0.023,52,0.598,23,0.264,1,0.011,87,21.75,35.94,21.75,35.94,0.343,2a46d1,H2,50.0,-1.0,50.0,0.0,50.0,0.0,287,1670,97
lcl.fr,False,http://particuliers.secure.lcl.fr/index.html,9.0,1585,849,944.8970000002121,1529.2890000003279,1529.2890000003279,1103.53902326,860.879822222,1005.43975364,877.381250728,970.179787521,888.591598602,1.0,-1,21849,0.021,17273,0.016,824938,0.786,1016020,182072,0.174,12057.115,2837,0.003,32949,24776.192,1048969,262242.25,451341.722,262242.25,451341.722,4,315638.0,2,2a46d1_lcl.fr_2.dat,True,16894,1458895470,Fri_Mar_25_08:44:30_UTC_2016,True,4,4,2a46d1_lcl.fr_2.har,True,335195,False,True,50,1,True,86,1,9,0.103,2,0.023,52,0.598,23,0.264,1,0.011,87,21.75,35.94,21.75,35.94,0.343,2a46d1,H2,50.0,-1.0,50.0,0.0,50.0,0.0,286,1529,97
lcl.fr,False,http://particuliers.secure.lcl.fr/index.html,10.0,1704,1343,1657.3799999996409,1657.3799999996409,1657.8419999996404,1398.54084158,1395.94783,1364.22355976,1362.82875689,1365.64784709,1363.15714761,2.25,-1,24768,0.022,19850,0.017,905001,0.792,1103785,189792,0.166,11200.353,3025,0.003,38651,23044.324,1142436,126937.333,109336.075,285609.0,491495.954,9,315638.0,3,2a46d1_lcl.fr_3.dat,True,16911,1458895505,Fri_Mar_25_08:45:05_UTC_2016,True,4,3,2a46d1_lcl.fr_3.har,True,408288,False,True,50,1,True,101,1,9,0.088,3,0.029,66,0.647,23,0.225,1,0.01,102,11.333,7.902,25.5,42.435,0.343,2a46d1,HTTP/1.1,50.0,-1.0,50.0,0.0,50.0,0.0,280,1658,97
lcl.fr,False,http://particuliers.secure.lcl.fr/index.html,10.0,2773,2166,2692.076000000176,2692.076000000176,2692.076000000176,2235.90266337,2235.90266337,2190.11284345,2190.11284345,2207.78504378,2207.78504378,1.0,-1,21849,0.02,19136,0.017,887003,0.797,1074269,182095,0.164,10910.98,2837,0.003,38651,23058.074,1112920,278230.0,479033.283,278230.0,479033.283,4,315638.0,4,2a46d1_lcl.fr_4.dat,True,17334,1458895542,Fri_Mar_25_08:45:42_UTC_2016,True,4,2,2a46d1_lcl.fr_4.har,True,390632,False,True,100,0,False,101,1,9,0.088,3,0.029,66,0.647,23,0.225,1,0.01,102,25.5,42.435,25.5,42.435,0.343,2a46d1,H2,100.0,-1.0,100.0,0.0,100.0,0.0,537,2692,97
lcl.fr,False,http://particuliers.secure.lcl.fr/index.html,10.0,3304,1654,3252.387000000134,3252.387000000134,3252.387000000134,2241.54464356,2241.54464356,2344.5758072,2344.5758072,2376.23767617,2376.23767617,2.25,-1,24768,0.022,19850,0.017,905000,0.792,1103785,189792,0.166,11200.343,3025,0.003,38650,23044.328,1142435,126937.222,100910.822,285608.75,491496.099,9,315638.0,5,2a46d1_lcl.fr_5.dat,True,16865,1458895572,Fri_Mar_25_08:46:12_UTC_2016,True,4,2,2a46d1_lcl.fr_5.har,True,408388,False,True,100,0,False,101,1,9,0.088,3,0.029,66,0.647,23,0.225,1,0.01,102,11.333,7.572,25.5,42.435,0.343,2a46d1,HTTP/1.1,100.0,-1.0,100.0,0.0,100.0,0.0,534,3252,97
pole-emploi.fr,False,http://www.pole-emploi.fr/accueil,7.0,1225,966,755.7659999998468,1215.2390000001865,1215.9830000005243,979.097138889,966.0,986.116112716,966.0,970.722808262,966.0,1.0,-1,38974,0.042,20060,0.022,489025,0.529,896418,106890,0.116,12842.181,269688,0.292,28219,20426.875,924637,308212.333,239981.546,308212.333,239981.546,3,135754.0,0,2a46d1_pole-emploi.fr_0.dat,True,16887,1458895333,Fri_Mar_25_08:42:13_UTC_2016,True,3,4,2a46d1_pole-emploi.fr_0.har,True,277293,False,True,50,1,True,72,0,5,0.069,1,0.014,39,0.542,22,0.306,5,0.069,72,24.0,27.725,24.0,27.725,0.158,2a46d1,H2,50.0,-1.0,50.0,0.0,50.0,0.0,288,1216,97
pole-emploi.fr,False,http://www.pole-emploi.fr/accueil,7.0,1517,1149,1084.1909999999739,1128.6620000002476,1169.8930000005566,1155.86864286,1149.0,1161.66511087,1149.0,1149.34267353,1149.0,4.0,-1,40589,0.043,20286,0.022,495052,0.526,913370,114303,0.121,13256.268,270965,0.288,27825,20527.662,941195,78432.917,45344.472,313731.667,245544.437,12,135754.0,1,2a46d1_pole-emploi.fr_1.dat,True,16887,1458895359,Fri_Mar_25_08:42:39_UTC_2016,True,3,4,2a46d1_pole-emploi.fr_1.har,True,286183,False,True,50,1,True,71,0,5,0.07,1,0.014,38,0.535,22,0.31,5,0.07,71,5.917,4.734,23.667,27.256,0.158,2a46d1,HTTP/1.1,50.0,-1.0,50.0,0.0,50.0,0.0,277,1568,97
stackoverflow.com,False,http://stackoverflow.com,0.0,2667,1490,1490,2595.350999999845,2595.350999999845,1677.2702381,1490.0,1715.33988154,1490.0,1795.13262683,0.0,1.0,-1,49351,0.11,40594,0.091,264523,0.59,439760,93297,0.208,19496.609,657,0.001,8662,27325.892,448422,56052.75,106951.684,56052.75,106951.684,8,0.0,0,2a46d1_stackoverflow.com_0.dat,True,17291,1458895123,Fri_Mar_25_08:38:43_UTC_2016,True,8,4,2a46d1_stackoverflow.com_0.har,True,92536,False,True,100,0,False,21,1,1,0.043,2,0.087,13,0.565,6,0.261,1,0.043,23,2.875,2.713,2.875,2.713,0.0,2a46d1,H2,100.0,-1.0,100.0,0.0,100.0,0.0,538,2667,97
stackoverflow.com,False,http://stackoverflow.com,0.0,2516,1453,1453,1880.1450000004957,2130.6019999999453,1607.65705263,1453.0,1743.6718269,1453.0,1905.03165787,1453.0,1.5,-1,49653,0.11,40987,0.091,265328,0.588,442628,94335,0.209,20498.182,657,0.001,8332,27706.287,450960,37580.0,43871.071,56370.0,107541.805,12,0.0,1,2a46d1_stackoverflow.com_1.dat,True,16846,1458895144,Fri_Mar_25_08:39:04_UTC_2016,True,8,3,2a46d1_stackoverflow.com_1.har,True,92331,False,True,100,0,False,20,1,1,0.045,2,0.091,12,0.545,6,0.273,1,0.045,22,1.833,1.404,2.75,2.487,0.0,2a46d1,HTTP/1.1,100.0,-1.0,100.0,0.0,100.0,0.0,542,3032,97
stackoverflow.com,False,http://stackoverflow.com,0.0,1823,959,959,1407.8320000006813,1407.8320000006813,1014.62195238,959.0,979.981261567,959.0,969.625072389,959.0,1.0,-1,49351,0.108,40594,0.089,272062,0.597,447210,93274,0.205,19823.391,657,0.001,8728,27162.332,455938,56992.25,110288.442,56992.25,110288.442,8,0.0,2,2a46d1_stackoverflow.com_2.dat,True,16842,1458895168,Fri_Mar_25_08:39:28_UTC_2016,True,8,5,2a46d1_stackoverflow.com_2.har,True,92755,False,True,50,1,True,21,1,1,0.043,2,0.087,13,0.565,6,0.261,1,0.043,23,2.875,2.713,2.875,2.713,0.0,2a46d1,H2,50.0,-1.0,50.0,0.0,50.0,0.0,318,1821,97
stackoverflow.com,False,http://stackoverflow.com,0.0,2279,1158,1158,2177.9700000003504,2177.9700000003504,1232.65668182,1158.0,1196.30613206,1158.0,1205.65936411,1158.0,1.25,-1,49653,0.107,40987,0.088,278048,0.6,454618,94333,0.203,19319.917,657,0.001,9060,26834.959,463678,46367.8,53127.994,57959.75,110748.609,10,0.0,3,2a46d1_stackoverflow.com_3.dat,True,16872,1458895208,Fri_Mar_25_08:40:08_UTC_2016,True,8,4,2a46d1_stackoverflow.com_3.har,True,100074,False,True,50,1,True,22,1,1,0.042,2,0.083,14,0.583,6,0.25,1,0.042,24,2.4,2.107,3.0,2.915,0.0,2a46d1,HTTP/1.1,50.0,-1.0,50.0,0.0,50.0,0.0,283,2277,97
amazon.com,False,http://www.amazon.com/gp/gw/ajax/s.html,10.0,7473,1238,7228.046999999951,7228.046999999951,7228.046999999951,3596.37948045,3596.37948045,4797.87501596,4797.87501596,5552.94772619,5552.94772619,2.75,-1,46734,0.009,139892,0.027,4937209,0.937,5181267,141713,0.027,25079.081,1059,0.0,85340,42890.56,5266607,478782.455,424499.305,1316651.75,2213112.378,11,647500.0,0,3311e6_amazon.com_0.dat,True,16840,1458894914,Fri_Mar_25_08:35:14_UTC_2016,True,4,4,3311e6_amazon.com_0.har,True,810086,False,True,100,0,False,179,31,5,0.024,37,0.176,160,0.762,7,0.033,1,0.005,210,19.091,15.21,52.5,83.458,0.703,3311000000.0,HTTP/1.1,100.0,-1.0,100.0,0.0,100.0,0.0,541,7453,45
amazon.com,False,http://www.amazon.com/gp/gw/ajax/s.html,10.0,2713,1652,1572.148999999907,2406.1989999993966,2485.61100000007,1724.13793056,1652.0,1726.8223843,1652.0,1682.00408759,1652.0,1.0,-1,45169,0.021,112484,0.052,1853950,0.862,2086311,139415,0.065,13277.889,0,0.0,64707,16136.553,2151018,537754.5,871963.849,537754.5,871963.849,4,647500.0,1,3311e6_amazon.com_1.dat,True,17300,1458895001,Fri_Mar_25_08:36:41_UTC_2016,True,4,3,3311e6_amazon.com_1.har,True,595680,False,True,100,0,False,144,18,5,0.031,20,0.123,130,0.802,7,0.043,0,0.0,162,40.5,67.263,40.5,67.263,0.703,3311000000.0,H2,100.0,-1.0,100.0,0.0,100.0,0.0,542,2486,45
booking.com,False,http://www.booking.com/index.it.html,0.0,2426,1749,2087.645,2087.645,2087.645,1778.32578462,1771.01195312,1756.19115606,1755.92301748,1751.48493172,1751.48493172,3.0,-1,178637,0.172,101901,0.098,374673,0.361,1006246,360699,0.348,15244.279,20701,0.02,30365,25062.433,1036611,69107.4,46556.608,207322.2,201844.6,15,0.0,0,3311e6_booking.com_0.dat,True,16815,1458894776,Fri_Mar_25_08:32:56_UTC_2016,True,5,4,3311e6_booking.com_0.har,True,284395,False,True,50,1,True,66,2,6,0.088,3,0.044,47,0.691,11,0.162,1,0.015,68,4.533,1.962,13.6,13.124,0.0,3311000000.0,HTTP/1.1,50.0,-1.0,50.0,0.0,50.0,0.0,289,2480,45
booking.com,False,http://www.booking.com/index.it.html,0.0,2202,1541,1935.1830000000123,1935.1830000000123,1935.1830000000123,1572.68244615,1565.47917188,1548.52902234,1548.38378754,1543.58004221,1543.58004221,1.0,-1,176838,0.174,101155,0.099,361926,0.356,987111,357077,0.351,14962.853,20478,0.02,30363,25043.544,1017474,203494.8,198020.054,203494.8,198020.054,5,0.0,1,3311e6_booking.com_1.dat,True,16825,1458894798,Fri_Mar_25_08:33:18_UTC_2016,True,5,3,3311e6_booking.com_1.har,True,271795,False,True,50,1,True,66,2,6,0.088,3,0.044,47,0.691,11,0.162,1,0.015,68,13.6,13.124,13.6,13.124,0.0,3311000000.0,H2,50.0,-1.0,50.0,0.0,50.0,0.0,293,2254,45
booking.com,False,http://www.booking.com/index.it.html,0.0,2239,1589,2004.3650000001508,2004.3650000001508,2004.3650000001508,1625.46432308,1618.52479688,1596.90660898,1596.64806229,1592.04791321,1592.04791321,3.0,-1,178637,0.172,101901,0.098,374671,0.361,1006254,360709,0.348,15244.397,20701,0.02,30365,25062.476,1036619,69107.933,47715.357,207323.8,201846.662,15,0.0,2,3311e6_booking.com_2.dat,True,16815,1458894822,Fri_Mar_25_08:33:42_UTC_2016,True,5,4,3311e6_booking.com_2.har,True,284413,False,True,50,1,True,66,2,6,0.088,3,0.044,47,0.691,11,0.162,1,0.015,68,4.533,1.996,13.6,13.124,0.0,3311000000.0,HTTP/1.1,50.0,-1.0,50.0,0.0,50.0,0.0,292,2291,45
booking.com,False,http://www.booking.com/index.it.html,0.0,2714,2014,2497.85699999972,2497.85699999972,2497.85699999972,2050.0914,2035.69249206,2022.33871522,2021.02852379,2017.67437832,2017.67437832,1.0,-1,176854,0.174,101155,0.099,361971,0.356,987111,357015,0.351,14962.838,20478,0.02,30362,25045.116,1017473,203494.6,198020.247,203494.6,198020.247,5,0.0,3,3311e6_booking.com_3.dat,True,16825,1458894842,Fri_Mar_25_08:34:02_UTC_2016,True,5,3,3311e6_booking.com_3.har,True,271756,False,True,50,1,True,66,2,6,0.088,3,0.044,47,0.691,11,0.162,1,0.015,68,13.6,13.124,13.6,13.124,0.0,3311000000.0,H2,50.0,-1.0,50.0,0.0,50.0,0.0,292,2741,45
bouyguestelecom.fr,False,http://www.bouyguestelecom.fr,2.0,1820,1557,558.9030000000892,1570.934999999991,1661.9560000001509,1567.24603226,1557.0,1584.05547376,1557.0,1615.65691679,1557.0,1.0,-1,25716,0.04,15480,0.024,309935,0.477,636056,298760,0.46,19693.667,0,0.0,13835,35650.267,649891,72210.111,170579.722,72210.111,170579.722,9,46741.0,0,3311e6_bouyguestelecom.fr_0.dat,True,16835,1458895033,Fri_Mar_25_08:37:13_UTC_2016,True,9,3,3311e6_bouyguestelecom.fr_0.har,True,145393,False,True,50,1,True,31,2,3,0.091,3,0.091,19,0.576,8,0.242,0,0.0,33,3.667,5.907,3.667,5.907,0.051,3311000000.0,H2,50.0,-1.0,50.0,0.0,50.0,0.0,279,1872,45
bouyguestelecom.fr,False,http://www.bouyguestelecom.fr,2.0,1940,1398,790.859000000255,997.8179999996423,1512.8400000001238,1402.25333333,1398.0,1422.97263924,1398.0,1451.95004349,1398.0,1.66666666667,-1,26678,0.04,17310,0.026,314663,0.477,645738,301338,0.457,19411.441,0,0.0,14251,35284.239,659989,43999.267,54650.149,73332.111,172682.48,15,46741.0,1,3311e6_bouyguestelecom.fr_1.dat,True,16824,1458895051,Fri_Mar_25_08:37:31_UTC_2016,True,9,4,3311e6_bouyguestelecom.fr_1.har,True,155078,False,True,50,1,True,31,3,3,0.088,4,0.118,19,0.559,8,0.235,0,0.0,34,2.267,2.015,3.778,6.214,0.051,3311000000.0,HTTP/1.1,50.0,-1.0,50.0,0.0,50.0,0.0,281,2049,45
free.fr,False,http://www.free.fr/adsl,2.0,2134,1567,1326.659999999451,2109.5819999999285,2109.5819999999285,1635.84055172,1567.0,1699.76838741,1567.0,1679.66091092,1567.0,2.66666666667,-1,18511,0.031,10275,0.017,417298,0.691,594102,76094,0.126,20832.172,81955,0.136,10031,37909.143,604133,75516.625,68711.898,201377.667,270324.376,8,8776.0,0,3311e6_free.fr_0.dat,True,16803,1458895077,Fri_Mar_25_08:37:57_UTC_2016,True,3,3,3311e6_free.fr_0.har,True,120402,False,True,100,0,False,29,0,7,0.241,1,0.034,10,0.345,7,0.241,4,0.138,29,3.625,2.342,9.667,11.557,0.01,3311000000.0,HTTP/1.1,100.0,-1.0,100.0,0.0,100.0,0.0,541,2132,45
free.fr,False,http://www.free.fr/adsl,2.0,2677,2088,1096.5819999994203,2601.62900000051,2601.62900000051,2202.5107,2088.0,2231.48699156,2088.0,2461.17082473,2088.0,1.0,-1,16269,0.021,10040,0.013,604864,0.769,775853,73853,0.094,26207.267,81192,0.103,10365,48140.472,786218,262072.667,356476.211,262072.667,356476.211,3,8776.0,1,3311e6_free.fr_1.dat,True,17252,1458895095,Fri_Mar_25_08:38:15_UTC_2016,True,3,4,3311e6_free.fr_1.har,True,118883,False,True,100,0,False,30,0,7,0.233,1,0.033,11,0.367,7,0.233,4,0.133,30,10.0,12.028,10.0,12.028,0.01,3311000000.0,H2,100.0,-1.0,100.0,0.0,100.0,0.0,544,2664,45
lcl.fr,False,http://particuliers.secure.lcl.fr/index.html,10.0,1083,861,989.8969999999536,989.8969999999536,996.2270000002468,877.059356436,875.86768,866.901409217,866.797562364,871.397149071,871.217843286,2.25,-1,24764,0.022,19850,0.017,905001,0.792,1103785,189796,0.166,11200.353,3025,0.003,38651,23044.326,1142436,126937.333,204287.643,285609.0,491495.954,9,315638.0,1,3311e6_lcl.fr_1.dat,True,16837,1458895995,Fri_Mar_25_08:53:15_UTC_2016,False,4,4,3311e6_lcl.fr_1.har,True,408322,False,True,0,2,True,101,1,9,0.088,3,0.029,66,0.647,23,0.225,1,0.01,102,11.333,10.088,25.5,42.435,0.343,3311000000.0,HTTP/1.1,0.0,-1.0,0.0,0.0,0.0,0.0,30,996,45
pole-emploi.fr,False,http://www.pole-emploi.fr/accueil,8.0,1581,1237,1400.422999999686,1436.8230000002586,1436.8230000002586,1280.20466667,1244.99994737,1328.40396462,1261.37903662,1255.55765352,1243.71050922,1.0,-1,38974,0.042,20060,0.022,496059,0.532,903092,106913,0.115,12762.932,269688,0.289,28602,20297.589,931694,310564.667,242716.259,310564.667,242716.259,3,135754.0,0,3311e6_pole-emploi.fr_0.dat,True,17277,1458895804,Fri_Mar_25_08:50:04_UTC_2016,True,3,4,3311e6_pole-emploi.fr_0.har,True,281067,False,True,100,0,False,73,0,5,0.068,1,0.014,40,0.548,22,0.301,5,0.068,73,24.333,28.194,24.333,28.194,0.158,3311000000.0,H2,100.0,-1.0,100.0,0.0,100.0,0.0,530,1692,45
