@relation filtered-set
@attribute #webpage {allocine.fr,amazon.com,booking.com,bouyguestelecom.fr,free.fr,imdb.com,chinadaily.com.cn,labanquepostale.fr,lcl.fr,leroymerlin.fr,pole-emploi.fr,stackoverflow.com,imbd.com}
@attribute unsharded string
@attribute url {http://www.allocine.fr,http://www.amazon.com/gp/gw/ajax/s.html,http://www.booking.com/index.it.html,http://www.bouyguestelecom.fr,http://www.free.fr/adsl,http://www.imdb.com,http://www.chinadaily.com.cn,http://www.labanquepostale.fr,http://particuliers.secure.lcl.fr/index.html,http://www.leroymerlin.fr,http://www.pole-emploi.fr/accueil,http://stackoverflow.com}
@attribute atf_imgs numeric
@attribute onload numeric
@attribute dom numeric
@attribute atf-inst numeric
@attribute atf-mult numeric
@attribute not-btf numeric
@attribute oi-plt numeric
@attribute oi-atf numeric
@attribute bi-plt numeric
@attribute bi-atf numeric
@attribute ii-plt numeric
@attribute ii-atf numeric
@attribute avg_connections numeric
@attribute bandwidth {-1,10mbit,infty}
@attribute bytes_css numeric
@attribute bytes_css_ratio numeric
@attribute bytes_html numeric
@attribute bytes_html_ratio numeric
@attribute bytes_img numeric
@attribute bytes_img_ratio numeric
@attribute bytes_in numeric
@attribute bytes_js numeric
@attribute bytes_js_ratio numeric
@attribute bytes_mean numeric
@attribute bytes_oth numeric
@attribute bytes_oth_ratio numeric
@attribute bytes_out numeric
@attribute bytes_sdev numeric
@attribute bytes_tot numeric
@attribute bytesperconn_mean numeric
@attribute bytesperconn_sdev numeric
@attribute bytesperdom_mean numeric
@attribute bytesperdom_sdev numeric
@attribute connections numeric
@attribute count_pixels numeric
@attribute counter numeric
@attribute datName string
@attribute datOK {True}
@attribute datSize numeric
@attribute dateEpoch numeric
@attribute dateHuman string
@attribute delay {False,True}
@attribute domains numeric
@attribute grade numeric
@attribute harName string
@attribute harOK {True}
@attribute harSize numeric
@attribute heterog string
@attribute homog string
@attribute latency numeric
@attribute loss {1,0,2}
@attribute lossy {True,False}
@attribute obj200 numeric
@attribute obj404 numeric
@attribute obj_css numeric
@attribute obj_css_ratio numeric
@attribute obj_html numeric
@attribute obj_html_ratio numeric
@attribute obj_img numeric
@attribute obj_img_ratio numeric
@attribute obj_js numeric
@attribute obj_js_ratio numeric
@attribute obj_oth numeric
@attribute obj_oth_ratio numeric
@attribute obj_tot numeric
@attribute objperconn_mean numeric
@attribute objperconn_sdev numeric
@attribute objperdom_mean numeric
@attribute objperdom_sdev numeric
@attribute page_img_ratio numeric
@attribute persID {040acc,04d960,1.37e+62,14b2af,18fc23,19d942,23b912,26a0fd,2839ea,2ac5d5,2c6f75,33bacc,364d64,37edea,3e877e,463666,4ee49c,51607c,58bfd0,5fcd87,5fe6d6,68b943,716e0e,719999,7368fb,785646,7c53d3,7cd9d3,7f9dd6,8f92ac,8fd10e,9f7d2c,ad9f71,b07b16,b16ad3,c2e336,c49eb1,c8f1ae,cc7877,cdbbc7,d69bdc,dec6da,e73a20,ed80e6,f0b004,f26cb9,f62160,fbf6af,fc3224,07f8f8,100163,19c9bb,1d78c4,1ffaec,2a46d1,3311000000.0,3386f7,3500b0,38cf83,39b29a,4c8a00,4ff3ff,518423,549ab8,6.5e+76,6c250c,8298ac,83bf1e,86a6ea,882003,8e6aff,9281db,98c959,a4f659,ad0dd9,b54504,bcf06f,be5e5a,c74cde,c9b7cb,d221e5,d223ea,d2c41b,d84b48,df72c8,e58463,eac9a4,f0f583,f7abdb,01cec1,04f2f4,0b62eb,0e7b09,107ad9,114fd9,12f604,135d2d,138a13,147b97,15c957,167305,1e1d5d,235fed,247ad4,29097c,296d8e,2ef8dc,302dfb,30be8b,314773,3abd57,3df5f0,3e862b,inf,49b7d0,4e6a16,52d028,534c02,550b06,5c90de,5dee94,5fefb5,62900000.0,686c95,69cc50,6b5b65,6b99b2,6cce0e,6de4ff,6e6f78,6f7309,70d0e2,718ce6,724f04,7416ec,742514,7f4fe8,7fb122,8209fd,882589,8b4764,9188b3,989f75,9e5c50,9f2fd2,a83cd3,aab86e,ae8614,aec858,afe241,b0121b,b0a217,b5d774,b6fe56,b87432,bb5de2,bb93fe,bf1771,c06a6e,c1d260,c36c25,c418a7,c56749,c88796,ca0570,cb13bd,d4baae,d73891,e2a19c,e3d495,e89f2c,ed8fc9,f14956,f1e1af,f2351d,f280f1,f55535,f79789,f8865d,f99230,faf77c,50591d,5ed20f,039df7,37bc6d,3ee46d,416980,42bf29,42c271,54fd24,59ed21,75b982,7d1793,80c85b,8b97f4,92cc59,931670,946b8b,9d1800,9d940b,a2e3c0,a928dd,aa6119,b0d900,b89f20,be715d,c0f19a,da72e6,f78063,69acbb}
@attribute proto {H2,HTTP/1.1}
@attribute rttperbyte_mean numeric
@attribute rttperbyte_sdev numeric
@attribute rttperdom_mean numeric
@attribute rttperdom_sdev numeric
@attribute rttperobj_mean numeric
@attribute rttperobj_sdev numeric
@attribute ttfb numeric
@attribute ttlb numeric
@attribute uReviews numeric
@data
amazon.com,False,http://www.amazon.com/gp/gw/ajax/s.html,10.0,1370,1152,982.1270000001715,1212.418000000529,1244.7630000000754,1153.82004828,1152.0,1154.83717839,1152.0,1152.24289249,1152.0,2.25,infty,47411,0.021,127148,0.058,1889983,0.857,2137958,141713,0.064,12827.064,0,0.0,68297,15931.508,2206255,245139.444,212159.428,551563.75,896095.694,9,647500.0,10,69cc50_amazon.com_10.dat,True,16945,1490704113,Tue_Mar_28_12:28:33_UTC_2017,False,4,4,69cc50_amazon.com_10.har,True,658565,False,True,0,0,False,145,27,6,0.035,29,0.169,130,0.756,7,0.041,0,0.0,172,19.111,16.954,43.0,72.17,0.703,69cc50,HTTP/1.1,0.0,-1.0,0.0,0.0,0.0,0.0,45,1281,60
amazon.com,False,http://www.amazon.com/gp/gw/ajax/s.html,10.0,1246,1192,580.4439999997084,1087.9820000003529,1102.5349999998398,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1.0,infty,45848,0.021,120239,0.056,1853927,0.859,2091132,139415,0.065,12554.82,0,0.0,68297,15928.411,2159429,539857.25,876416.568,539857.25,876416.568,4,647500.0,11,69cc50_amazon.com_11.dat,True,17401,1490704135,Tue_Mar_28_12:28:55_UTC_2017,False,4,4,69cc50_amazon.com_11.har,True,628159,False,True,0,0,False,145,27,6,0.035,29,0.169,130,0.756,7,0.041,0,0.0,172,43.0,72.17,43.0,72.17,0.703,69cc50,H2,0.0,-1.0,0.0,0.0,0.0,0.0,26,1103,60
amazon.com,False,http://www.amazon.com/gp/gw/ajax/s.html,10.0,5813,1255,4753.571999999422,5750.448999999357,5750.448999999357,3139.75521528,3027.29648905,3186.47575147,3025.94101975,2042.0259505,2033.44825326,2.25,infty,46730,0.021,112207,0.051,1889985,0.863,2127699,141713,0.065,13864.778,0,0.0,62936,16219.492,2190635,243403.889,155305.218,547658.75,889337.217,9,647500.0,12,69cc50_amazon.com_12.dat,True,16930,1490704219,Tue_Mar_28_12:30:19_UTC_2017,True,4,4,69cc50_amazon.com_12.har,True,610619,False,True,100,0,False,144,14,5,0.032,16,0.101,130,0.823,7,0.044,0,0.0,158,17.556,11.529,39.5,66.108,0.703,69cc50,HTTP/1.1,100.0,-1.0,100.0,0.0,100.0,0.0,542,5750,60
amazon.com,False,http://www.amazon.com/gp/gw/ajax/s.html,10.0,2895,1332,2005.3310000002564,2821.727000000272,2821.727000000272,1789.51690972,1707.94359677,1789.94672307,1694.70878953,1491.5475754,1481.42640226,1.0,infty,45210,0.021,108358,0.05,1853973,0.864,2084020,139415,0.065,13588.329,0,0.0,62936,16219.58,2146956,536739.0,871019.926,536739.0,871019.926,4,647500.0,13,69cc50_amazon.com_13.dat,True,16930,1490704243,Tue_Mar_28_12:30:43_UTC_2017,True,4,4,69cc50_amazon.com_13.har,True,582416,False,True,100,0,False,144,14,5,0.032,16,0.101,130,0.823,7,0.044,0,0.0,158,39.5,66.108,39.5,66.108,0.703,69cc50,H2,100.0,-1.0,100.0,0.0,100.0,0.0,541,2822,60
pole-emploi.fr,False,http://www.pole-emploi.fr/accueil,7.0,852,775,521.2970000000278,595.1859999998269,598.0600000004088,775.0,775.0,775.0,775.0,775.0,775.0,2.66666666667,infty,40591,0.043,20286,0.021,499560,0.528,917482,114301,0.121,13134.764,270965,0.287,28221,20410.041,945703,118212.875,132516.147,315234.333,247306.559,8,135754.0,6,69cc50_pole-emploi.fr_6.dat,True,16938,1490704165,Tue_Mar_28_12:29:25_UTC_2017,False,3,5,69cc50_pole-emploi.fr_6.har,True,289968,False,True,0,0,False,72,0,5,0.069,1,0.014,39,0.542,22,0.306,5,0.069,72,9.0,9.836,24.0,27.725,0.158,69cc50,HTTP/1.1,0.0,-1.0,0.0,0.0,0.0,0.0,22,696,60
pole-emploi.fr,False,http://www.pole-emploi.fr/accueil,8.0,816,791,509.7750000006163,566.4070000002357,568.8049999998948,791.0,791.0,791.0,791.0,791.0,791.0,1.0,infty,38974,0.042,20060,0.022,496060,0.532,903069,106890,0.115,12762.63,269688,0.289,28603,20298.096,931672,310557.333,242706.895,310557.333,242706.895,3,135754.0,7,69cc50_pole-emploi.fr_7.dat,True,17396,1490704188,Tue_Mar_28_12:29:48_UTC_2017,False,3,4,69cc50_pole-emploi.fr_7.har,True,281072,False,True,0,0,False,73,0,5,0.068,1,0.014,40,0.548,22,0.301,5,0.068,73,24.333,28.194,24.333,28.194,0.158,69cc50,H2,0.0,-1.0,0.0,0.0,0.0,0.0,22,701,60
booking.com,False,http://www.booking.com/index.it.html,0.0,3175,2335,2722.559000000178,2823.2830000000563,2823.2830000000563,2373.98386154,2359.24587302,2347.78462139,2341.9146805,2338.06553425,2338.06553425,3.0,infty,178637,0.172,101901,0.098,374679,0.361,1006246,360691,0.348,15244.25,20701,0.02,30363,25062.443,1036609,69107.267,48849.678,207321.8,201844.997,15,0.0,0,6b99b2_booking.com_0.dat,True,16964,1490703138,Tue_Mar_28_12:12:18_UTC_2017,True,5,4,6b99b2_booking.com_0.har,True,284473,False,True,100,0,False,66,2,6,0.088,3,0.044,47,0.691,11,0.162,1,0.015,68,4.533,2.125,13.6,13.124,0.0,6b99b2,HTTP/1.1,100.0,-1.0,100.0,0.0,100.0,0.0,538,3287,50
booking.com,False,http://www.booking.com/index.it.html,0.0,2762,1915,2408.1379999999554,2415.834999999708,2415.834999999708,1958.85647692,1935.35374194,1927.89811857,1920.7945325,1918.22722376,1918.22722376,1.0,infty,176923,0.174,101155,0.099,361925,0.356,987120,357001,0.351,14962.971,20478,0.02,30362,25045.36,1017482,203496.4,198014.798,203496.4,198014.798,5,0.0,1,6b99b2_booking.com_1.dat,True,16960,1490703211,Tue_Mar_28_12:13:31_UTC_2017,True,5,4,6b99b2_booking.com_1.har,True,271764,False,True,100,0,False,66,2,6,0.088,3,0.044,47,0.691,11,0.162,1,0.015,68,13.6,13.124,13.6,13.124,0.0,6b99b2,H2,100.0,-1.0,100.0,0.0,100.0,0.0,539,2868,50
chinadaily.com.cn,False,http://www.chinadaily.com.cn,7.0,1680,1585,1369.585999999752,1631.3470000003654,1635.2529999999333,1585.46220096,1585.0,1585.2372993,1585.0,1585.03105477,1585.0,1.8,infty,24951,0.008,88024,0.03,2714251,0.919,2875524,106344,0.036,13995.526,19486,0.007,77532,36857.668,2953056,109372.444,191165.42,196870.4,601423.695,27,384133.0,0,6b99b2_chinadaily.com.cn_0.dat,True,16931,1490702838,Tue_Mar_28_12:07:18_UTC_2017,False,15,5,6b99b2_chinadaily.com.cn_0.har,True,839819,False,True,0,0,False,210,1,5,0.024,50,0.237,132,0.626,20,0.095,4,0.019,211,7.815,9.369,14.067,28.802,0.417,6b99b2,HTTP/1.1,0.0,-1.0,0.0,0.0,0.0,0.0,27,1687,50
chinadaily.com.cn,False,http://www.chinadaily.com.cn,7.0,1472,1234,1130.8820000001942,1348.7859999997181,1370.9860000002463,1236.93083412,1234.0,1234.66076225,1234.0,1234.05709285,1234.0,1.0,infty,23355,0.008,75668,0.026,2688293,0.925,2828824,100631,0.035,13710.542,18688,0.006,77811,36783.254,2906635,193775.667,594227.305,193775.667,594227.305,15,384133.0,1,6b99b2_chinadaily.com.cn_1.dat,True,17424,1490702909,Tue_Mar_28_12:08:29_UTC_2017,False,15,4,6b99b2_chinadaily.com.cn_1.har,True,806713,False,True,0,0,False,211,1,5,0.024,50,0.236,133,0.627,20,0.094,4,0.019,212,14.133,28.856,14.133,28.856,0.417,6b99b2,H2,0.0,-1.0,0.0,0.0,0.0,0.0,24,1470,50
free.fr,False,http://www.free.fr/adsl,2.0,5629,683,524.2159999998802,735.9980000003198,3620.025999999958,1159.5119,683.0,3008.51927855,683.0,2707.73256999,683.0,2.25,10mbit,18511,0.027,10275,0.015,417302,0.6,684526,76090,0.109,23164.233,172749,0.249,10401,39330.876,694927,77214.111,74866.166,173731.75,238954.762,9,8776.0,0,6b99b2_free.fr_0.dat,True,16924,1490703302,Tue_Mar_28_12:15:02_UTC_2017,True,4,3,6b99b2_free.fr_0.har,True,124518,False,True,20,0,False,30,0,7,0.233,1,0.033,10,0.333,7,0.233,5,0.167,30,3.333,2.055,7.5,10.689,0.01,6b99b2,HTTP/1.1,20.0,-1.0,20.0,0.0,20.0,0.0,125,5626,50
free.fr,False,http://www.free.fr/adsl,2.0,8681,5468,3629.3849999998483,8676.59700000005,8676.59700000005,6052.96374194,5468.0,6481.72097165,5468.0,8502.35167609,5468.0,1.0,10mbit,16246,0.019,10040,0.011,604864,0.69,866111,73853,0.084,28285.419,171845,0.196,10737,48706.859,876848,219212.0,317517.779,219212.0,317517.779,4,8776.0,1,6b99b2_free.fr_1.dat,True,17387,1490703435,Tue_Mar_28_12:17:15_UTC_2017,True,4,2,6b99b2_free.fr_1.har,True,122832,False,True,20,0,False,31,0,7,0.226,1,0.032,11,0.355,7,0.226,5,0.161,31,7.75,11.121,7.75,11.121,0.01,6b99b2,H2,20.0,-1.0,20.0,0.0,20.0,0.0,127,8677,50
lcl.fr,False,http://particuliers.secure.lcl.fr/index.html,9.0,3137,1700,2407.2460000001447,3106.4630000004686,3106.4630000004686,2116.77382558,1779.49391525,2222.84645024,2040.21539371,2179.92372802,2170.14873107,2.25,infty,24768,0.023,17685,0.016,839006,0.781,1041326,189792,0.177,12348.0,3025,0.003,32950,24760.869,1074276,119364.0,90218.389,268569.0,461981.266,9,315638.0,0,6b99b2_lcl.fr_0.dat,True,16922,1490703881,Tue_Mar_28_12:24:41_UTC_2017,True,4,4,6b99b2_lcl.fr_0.har,True,350463,False,True,100,0,False,86,1,9,0.103,2,0.023,52,0.598,23,0.264,1,0.011,87,9.667,6.498,21.75,35.94,0.343,6b99b2,HTTP/1.1,100.0,-1.0,100.0,0.0,100.0,0.0,545,3106,50
stackoverflow.com,False,http://stackoverflow.com,0.0,1687,471,471,573.6020000001732,1669.5090000002765,603.94495,471.0,865.650679593,471.0,1176.60873057,471.0,1.875,10mbit,49653,0.11,40997,0.09,265333,0.586,444669,96365,0.213,20591.455,664,0.001,8343,27655.629,453012,30200.8,53679.875,56626.5,107422.436,15,0.0,0,6b99b2_stackoverflow.com_0.dat,True,16963,1490702951,Tue_Mar_28_12:09:11_UTC_2017,False,8,4,6b99b2_stackoverflow.com_0.har,True,92693,False,True,0,2,True,20,1,1,0.045,2,0.091,12,0.545,6,0.273,1,0.045,22,1.467,0.806,2.75,2.487,0.0,6b99b2,HTTP/1.1,0.0,-1.0,0.0,0.0,0.0,0.0,44,1670,50
stackoverflow.com,False,http://stackoverflow.com,0.0,638,482,482,545.5659999996825,545.5659999996825,493.477142857,482.0,496.253313906,482.0,505.248050286,482.0,1.125,infty,49653,0.109,40997,0.09,267924,0.588,446927,96363,0.212,19808.739,664,0.001,8674,27295.667,455601,50622.333,71422.657,56950.125,107306.246,9,0.0,2,6b99b2_stackoverflow.com_2.dat,True,16938,1490703682,Tue_Mar_28_12:21:22_UTC_2017,False,8,5,6b99b2_stackoverflow.com_2.har,True,96170,False,True,0,0,False,21,1,1,0.043,2,0.087,13,0.565,6,0.261,1,0.043,23,2.556,2.266,2.875,2.713,0.0,6b99b2,HTTP/1.1,0.0,-1.0,0.0,0.0,0.0,0.0,37,633,50
stackoverflow.com,False,http://stackoverflow.com,0.0,1408,550,550,646.4349999998707,646.4349999998707,559.070136364,550.0,551.211895701,550.0,550.0,550.0,1.0,infty,49351,0.107,40604,0.088,274362,0.596,451205,95296,0.207,19178.208,664,0.001,9072,26776.6,460277,57534.625,110053.526,57534.625,110053.526,8,0.0,3,6b99b2_stackoverflow.com_3.dat,True,17408,1490703809,Tue_Mar_28_12:23:29_UTC_2017,False,8,5,6b99b2_stackoverflow.com_3.har,True,96572,False,True,0,0,False,22,1,1,0.042,2,0.083,14,0.583,6,0.25,1,0.042,24,3.0,2.915,3.0,2.915,0.0,6b99b2,H2,0.0,-1.0,0.0,0.0,0.0,0.0,32,1402,50
allocine.fr,False,http://www.allocine.fr,8.0,4463,2788,3652.0669999998063,4461.393999999568,4461.393999999568,3417.50303704,3157.14220833,3175.15703884,3015.86655049,3426.89085454,3073.10745532,2.29411764706,infty,83712,0.041,30140,0.015,1351019,0.662,1998224,426233,0.209,18210.911,148518,0.073,41398,28104.879,2039622,52298.0,70291.776,119977.765,185618.088,39,416640.0,0,6cce0e_allocine.fr_0.dat,True,16908,1490705599,Tue_Mar_28_12:53:19_UTC_2017,True,17,2,6cce0e_allocine.fr_0.har,True,445251,False,True,100,0,False,111,0,3,0.027,1,0.009,90,0.804,14,0.125,4,0.036,112,2.872,2.053,6.588,6.499,0.452,6cce0e,HTTP/1.1,100.0,-1.0,100.0,0.0,100.0,0.0,534,4557,42
allocine.fr,False,http://www.allocine.fr,8.0,3675,2557,3527.6190000001625,3527.6190000001625,3527.6190000001625,2804.94659459,2753.62915385,2693.37025208,2675.23122203,2700.49217517,2700.49217517,1.0,infty,82668,0.041,29914,0.015,1327130,0.66,1968488,422283,0.21,17945.393,147889,0.074,41396,28106.146,2009884,118228.471,184137.492,118228.471,184137.492,17,416640.0,1,6cce0e_allocine.fr_1.dat,True,16923,1490705662,Tue_Mar_28_12:54:22_UTC_2017,True,17,5,6cce0e_allocine.fr_1.har,True,424636,False,True,100,0,False,111,0,3,0.027,1,0.009,90,0.804,14,0.125,4,0.036,112,6.588,6.499,6.588,6.499,0.452,6cce0e,H2,100.0,-1.0,100.0,0.0,100.0,0.0,529,3640,42
amazon.com,False,http://www.amazon.com/gp/gw/ajax/s.html,10.0,1116,924,833.2339999998367,1044.6300000007068,1044.6300000007068,927.540979167,924.0,930.725519169,924.0,924.451567023,924.0,2.25,infty,46730,0.021,124129,0.056,1889985,0.858,2135534,141713,0.064,13110.458,0,0.0,67023,16012.623,2202557,244728.556,190927.56,550639.25,893570.341,9,647500.0,2,6de4ff_amazon.com_2.dat,True,16913,1490859059,Thu_Mar_30_07:30:59_UTC_2017,False,4,4,6de4ff_amazon.com_2.har,True,644811,False,True,0,0,False,144,24,5,0.03,26,0.155,130,0.774,7,0.042,0,0.0,168,18.667,13.132,42.0,69.861,0.703,6de4ff,HTTP/1.1,0.0,-1.0,0.0,0.0,0.0,0.0,36,1045,46
allocine.fr,False,http://www.allocine.fr,8.0,12816,5651,12767.245000001567,12767.245000001567,12767.245000001567,7647.0716036,7194.43554902,7226.19368261,6911.24345342,7382.37820286,7382.37820286,1.0,10mbit,82668,0.041,29914,0.015,1326991,0.66,1968382,422292,0.21,17944.232,147889,0.074,41372,28109.711,2009754,118220.824,184125.706,118220.824,184125.706,17,416640.0,2,6f7309_allocine.fr_2.dat,True,17370,1490861618,Thu_Mar_30_08:13:38_UTC_2017,True,17,2,6f7309_allocine.fr_2.har,True,424589,False,True,20,0,False,111,0,3,0.027,1,0.009,90,0.804,14,0.125,4,0.036,112,6.588,6.499,6.588,6.499,0.452,6f7309,H2,20.0,-1.0,20.0,0.0,20.0,0.0,151,12788,58
free.fr,False,http://www.free.fr/adsl,2.0,601,500,198.83600000088336,431.542999999976,431.542999999976,503.7472,500.0,502.159101412,500.0,500.0,500.0,1.75,infty,18511,0.027,10275,0.015,417298,0.6,684522,76090,0.109,23164.067,172748,0.249,10400,39330.972,694922,99274.571,171349.522,173730.5,238953.21,7,8776.0,2,6f7309_free.fr_2.dat,True,16907,1490860849,Thu_Mar_30_08:00:49_UTC_2017,False,4,5,6f7309_free.fr_2.har,True,124422,False,True,0,0,False,30,0,7,0.233,1,0.033,10,0.333,7,0.233,5,0.167,30,4.286,5.063,7.5,10.689,0.01,6f7309,HTTP/1.1,0.0,-1.0,0.0,0.0,0.0,0.0,18,596,58
free.fr,False,http://www.free.fr/adsl,2.0,670,562,188.46400000066205,530.7459999988496,530.7459999988496,567.190806452,562.0,567.611653375,562.0,562.0,562.0,1.0,infty,16246,0.019,10040,0.011,604841,0.69,866065,73853,0.084,28283.903,171821,0.196,10736,48704.244,876801,219200.25,317498.13,219200.25,317498.13,4,8776.0,3,6f7309_free.fr_3.dat,True,17378,1490860876,Thu_Mar_30_08:01:16_UTC_2017,False,4,5,6f7309_free.fr_3.har,True,122821,False,True,0,0,False,31,0,7,0.226,1,0.032,11,0.355,7,0.226,5,0.161,31,7.75,11.121,7.75,11.121,0.01,6f7309,H2,0.0,-1.0,0.0,0.0,0.0,0.0,60,669,58
free.fr,False,http://www.free.fr/adsl,2.0,605,497,192.12200000029407,428.8720000001558,428.8720000001558,501.2366,497.0,499.952025806,497.0,497.0,497.0,1.75,infty,18511,0.027,10275,0.015,417298,0.6,684522,76090,0.109,23164.067,172748,0.249,10400,39330.97,694922,99274.571,110502.88,173730.5,238953.21,7,8776.0,4,6f7309_free.fr_4.dat,True,16906,1490860904,Thu_Mar_30_08:01:44_UTC_2017,False,4,5,6f7309_free.fr_4.har,True,124421,False,True,0,0,False,30,0,7,0.233,1,0.033,10,0.333,7,0.233,5,0.167,30,4.286,3.283,7.5,10.689,0.01,6f7309,HTTP/1.1,0.0,-1.0,0.0,0.0,0.0,0.0,22,602,58
allocine.fr,False,http://www.allocine.fr,8.0,3987,2279,3103.3539999992026,3953.204999999471,3953.204999999471,2931.41253211,2661.08301408,2697.12042349,2535.99577464,2958.44958867,2612.4203192,2.29411764706,infty,83712,0.041,30140,0.015,1356621,0.663,2003469,426233,0.208,18099.327,148518,0.073,41755,28005.158,2045224,52441.641,68167.985,120307.294,186794.581,39,416640.0,2,718ce6_allocine.fr_2.dat,True,16910,1490703359,Tue_Mar_28_12:15:59_UTC_2017,True,17,3,718ce6_allocine.fr_2.har,True,449047,False,True,100,0,False,112,0,3,0.027,1,0.009,91,0.805,14,0.124,4,0.035,113,2.897,1.865,6.647,6.615,0.452,718ce6,HTTP/1.1,100.0,-1.0,100.0,0.0,100.0,0.0,525,4094,32
allocine.fr,False,http://www.allocine.fr,22.0,47108,35951,36108.870000000046,47098.509999999944,47098.509999999944,37094.0275536,35956.9778256,36211.6793437,35951.9596983,36084.4797122,35954.0139413,1.0,infty,247990,0.046,89602,0.017,3383904,0.631,5280056,1204460,0.224,22738.924,440430,0.082,86330,31484.5,5366386,315669.765,557487.985,315669.765,557487.985,17,416640.0,3,718ce6_allocine.fr_3.dat,True,16908,1490703429,Tue_Mar_28_12:17:09_UTC_2017,True,17,4,718ce6_allocine.fr_3.har,True,887066,False,True,100,0,False,235,0,9,0.038,3,0.013,181,0.767,35,0.148,8,0.034,236,13.882,16.817,13.882,16.817,0.452,718ce6,H2,100.0,-1.0,100.0,0.0,100.0,0.0,532,56808,32
allocine.fr,False,http://www.allocine.fr,8.0,1264,1022,708.4069999997846,1075.2820000003119,1189.6480000005176,1028.60664865,1022.0,1030.98853581,1022.0,1053.81833351,1022.0,2.0,infty,83710,0.041,30140,0.015,1350987,0.662,1998206,426227,0.209,18210.536,148516,0.073,41374,28104.748,2039580,59987.647,87843.541,119975.294,185611.511,34,416640.0,2,724f04_allocine.fr_2.dat,True,16902,1490703475,Tue_Mar_28_12:17:55_UTC_2017,False,17,4,724f04_allocine.fr_2.har,True,444776,False,True,0,0,False,111,0,3,0.027,1,0.009,90,0.804,14,0.125,4,0.036,112,3.294,2.885,6.588,6.499,0.452,724f04,HTTP/1.1,0.0,-1.0,0.0,0.0,0.0,0.0,30,1262,38
allocine.fr,False,http://www.allocine.fr,8.0,1259,1181,579.1009999999187,1123.4570000000822,1159.4270000002289,1181.65064286,1181.0,1181.02033516,1181.0,1181.0,1181.0,1.76470588235,infty,83712,0.041,30140,0.015,1356608,0.663,2003451,426233,0.208,18099.212,148518,0.073,41760,28004.963,2045211,68173.7,110943.43,120306.529,186793.812,30,416640.0,3,724f04_allocine.fr_3.dat,True,16902,1490703508,Tue_Mar_28_12:18:28_UTC_2017,False,17,4,724f04_allocine.fr_3.har,True,448596,False,True,0,0,False,112,0,3,0.027,1,0.009,91,0.805,14,0.124,4,0.035,113,3.767,4.006,6.647,6.615,0.452,724f04,HTTP/1.1,0.0,-1.0,0.0,0.0,0.0,0.0,32,1256,38
allocine.fr,False,http://www.allocine.fr,8.0,1311,1043,766.9909999996563,1030.7760000003184,1030.7760000003184,1047.58305405,1043.0,1043.08471216,1043.0,1043.0,1043.0,1.0,infty,82668,0.041,29914,0.015,1326969,0.66,1968350,422283,0.21,17943.955,147889,0.074,41373,28106.381,2009723,118219.0,184120.873,118219.0,184120.873,17,416640.0,4,724f04_allocine.fr_4.dat,True,17463,1490703567,Tue_Mar_28_12:19:27_UTC_2017,False,17,4,724f04_allocine.fr_4.har,True,424657,False,True,0,0,False,111,0,3,0.027,1,0.009,90,0.804,14,0.125,4,0.036,112,6.588,6.499,6.588,6.499,0.452,724f04,H2,0.0,-1.0,0.0,0.0,0.0,0.0,73,1311,38
allocine.fr,False,http://www.allocine.fr,8.0,3094,2253,2736.47499999994,3090.067999999894,3093.4550000001027,2509.44498198,2452.2957551,2420.29388972,2383.11948117,2542.08827544,2465.40139188,1.0,infty,82668,0.041,29914,0.015,1327089,0.66,1968442,422283,0.21,17945.027,147889,0.074,41401,28106.044,2009843,118226.059,184138.196,118226.059,184138.196,17,416640.0,5,724f04_allocine.fr_5.dat,True,16974,1490703622,Tue_Mar_28_12:20:22_UTC_2017,True,17,3,724f04_allocine.fr_5.har,True,424597,False,True,100,0,False,111,0,3,0.027,1,0.009,90,0.804,14,0.125,4,0.036,112,6.588,6.499,6.588,6.499,0.452,724f04,H2,100.0,-1.0,100.0,0.0,100.0,0.0,535,3093,38
allocine.fr,False,http://www.allocine.fr,8.0,4217,2281,3248.1189999996454,4206.4769999998425,4206.4769999998425,3073.08356881,2653.91067742,2760.49223891,2453.35088594,3112.52213153,2696.73931235,2.11764705882,infty,83712,0.041,30140,0.015,1350988,0.662,1998218,426233,0.209,18210.634,148518,0.073,41373,28104.76,2039591,56655.306,82521.899,119975.941,185611.92,36,416640.0,6,724f04_allocine.fr_6.dat,True,16934,1490703739,Tue_Mar_28_12:22:19_UTC_2017,True,17,3,724f04_allocine.fr_6.har,True,445039,False,True,100,0,False,111,0,3,0.027,1,0.009,90,0.804,14,0.125,4,0.036,112,3.111,2.183,6.588,6.499,0.452,724f04,HTTP/1.1,100.0,-1.0,100.0,0.0,100.0,0.0,535,4316,38
